ï»¿Country Name,Year,EG.ELC.ACCS.ZS,SE.PRM.TENR,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.AEDU.GN.ZS,NY.ADJ.ICTR.GN.ZS,SP.POP.DPND,SP.DYN.CBRT.IN,per_si_allsi.cov_q1_tot,per_si_allsi.cov_q5_tot,per_allsp.cov_pop_tot,per_sa_allsa.cov_pop_tot,SP.DYN.CDRT.IN,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,GC.XPN.TOTL.GD.ZS,SH.XPD.EHEX.CH.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,SE.ADT.1524.LT.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,SE.SEC.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,EG.FEC.RNEW.ZS,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS,FP.WPI.TOTL
Australia,2015,100,97.1200999999999,1.40175548733407,-0.0720121226808459,4.91726265807917,23.60243089,51.0854579040657,12.8,..,..,..,..,6.6,31.78434,30.52541,26.7895601589733,0,1.34903402945337E12,2.35113644074406,24.6218709217444,..,-1.41569403420225,2.3,3.8,23850784,..,..,9.18050295980786,7741220,22.0428098117434,41.5473873260458,6.05569982528687,..
Austria,2015,100,..,0.862117671171589,-0.26222543076841,5.21872049640607,25.67132514,49.1656666425614,9.8,..,..,..,..,9.6,16.56793,39.87736,46.1915253646393,..,3.82065930307978E11,1.09185423166194,27.499755655533,..,0.647181388570857,2.3,3.7,8642699,9.57663,10.58415,34.3949917477854,83879.00390625,26.7793872371983,102.136010417855,5.72270011901855,..
Azerbaijan,2015,100,94.26275,..,..,2.60701541831002,28.59109432,40.1514174415463,17.2,..,..,..,..,5.7,..,55.66633,24.7887090842221,0.51146978,5.30743704860433E10,1.0999998090951,30.9016182420008,99.94278,7.70000395067927,13.6,26.4,9649341,..,13.49787,2.31075768577815,86600,15.6031629275469,72.6015079073189,4.96000003814697,..
"Bahamas, The",2015,100,..,-2.91353163234463,-4.08533150931788,3.8356,17.47302664,40.8158362212062,14.42,..,..,..,..,6.256,..,..,14.5375796070317,0.4601227,11792300000,1.04495952423387,22.2238240207593,..,-30.2325581395349,4.4,8,386838,..,..,1.21051288380392,13880,12.7239639425727,73.6870669843881,12,..
Bahrain,2015,100,97.99544,8.20813486794722,5.41130572336004,2.91,..,30.1643071101703,15.111,..,..,..,..,2.348,32.98692,44.22464,..,..,3.11258510638298E10,2.86196782508222,37.299843121439,..,3.20133459974186,3.2,7.6,1371855,9.86281,11.73164,0,778.000030517578,..,154.067392842373,..,..
Bangladesh,2015,68.2046813964844,..,6.05434545962262,4.87301246690126,1.73867129203447,33.85177628,52.5785110798697,19.29,..,..,..,..,5.312,..,..,9.00588487034226,10.9610269,1.9507867869723E11,6.55265279631962,22.1584701382232,87.8887699999999,10.31057686857,20.7,36.4,161200886,..,..,34.7470690115416,147630,8.49834882820801,42.0859963070382,..,..
Barbados,2015,100,92.52669,..,..,6.61968009125463,..,50.4430446749947,11.995,..,..,..,..,10.661,..,..,36.2986967267651,1.78233942,4584150000,0.904159132007237,4.80459845336649,..,-1.99115044247787,8.6,13.1,284217,17.53754,13.40321,2.78635820637435,430,26.1165920399638,79.0004690073405,11.3500003814697,..
Belarus,2015,100,94.63606,-6.80732380124425,-6.95566229818471,4.92641553030256,26.90308894,43.8254479495254,12.5,..,..,..,..,12.6,..,..,28.110499205426,0.40098554,5.64547343965842E10,-3.82957055828382,32.2008910929742,..,-6.33695582955933,1.7,4.1,9489616,8.36258,17.57007,6.7708695317313,207600,14.1730944654204,115.914826201946,1,..
Belgium,2015,100,98.38075,1.20460367325327,0.619873136488437,6.22215991049321,23.188446,54.193605740924,10.8,..,..,..,..,9.8,..,..,42.0115016067884,0,4.55039563132776E11,1.42695680945808,24.9371603778299,..,3.42963324161649,2.2,4,11274196,9.42496,11.23127,9.20164053078148,30530,24.6673759202321,160.229325319499,8.48200035095215,..
Belize,2015,91.8,99.21942,8.64043008776234,6.3441790966731,6.39,12.73050157,56.7806742710524,22.739,..,..,..,..,5.523,32.90297,41.17408,..,5.4890076,1762500450,3.43195048353593,15.1296727328495,..,-14.6521763143243,9.6,15.6,359288,16.30319,20.43642,35.0236296024311,22970,..,122.330411319895,7.57819986343384,..
Benin,2015,40.0334777832031,..,1.55476488901525,-1.22263994380724,4.01059221652252,15.8495347,86.0977848350733,37.431,..,..,..,..,9.319,49.80869,23.73528,..,34.23423794,8.29115588059505E9,2.0958083832335,14.396998246258,..,8.15513626834381,33.7,103.7,10575952,10.32268,45.04478,50.8626179373594,114760,..,58.7978847750724,..,..
Bermuda,2015,100,..,..,..,2.1,..,..,9.4,..,..,..,..,7.4,30.69482,44.3101,..,..,..,..,..,..,..,..,..,65239,6.33229,10.4196,2.3595880074697,4290,..,..,..,..
Bhutan,2015,98.4235229492188,84.61948,3.35496431894275,1.91920523798296,6.94566347354485,22.56365889,47.2696462772325,18.46,..,..,..,..,6.043,..,41.49114,18.8664046934208,5.27929865,2.05980991989325E9,6.64456425820161,23.9682731409364,..,4.41421152345052,18.3,33.4,787386,12.14578,40.00443,86.9045483179462,38393.9990234375,13.7660707463982,96.4182116610232,2.45000004768372,..
Bolivia,2015,91.522822,89.88581,4.21712247959005,2.6375847309464,6.08,14.71966453,63.6947930802743,23.549,..,..,..,..,7.353,..,..,..,3.12527749,3.30001982633864E10,4.857187894912,14.0850239157884,99.39917,4.57660301616825,19.9,37.5,10724705,20.84395,18.10837,17.5381818257023,1098580,..,67.9328449414657,3.06599998474121,..
Bosnia and Herzegovina,2015,100,..,4.46504436985474,5.35256388659002,..,13.04526282,43.2557828613795,9.12,..,..,..,..,10.886,..,..,36.9160703202984,2.39441043,1.62097028636235E10,3.07682267108953,-3.79499115837574,..,6.39335426551585,4.2,6,3535961,10.14673,17.16401,40.7500602307998,51210,19.9364771928983,88.0873801341512,27.6499996185303,..
Botswana,2015,58.528751373291,..,1.26240908582808,-0.599663018516921,9.48,41.13945886,55.0809943392412,24.14,..,..,..,..,7.022,..,..,29.3438538394978,8.35538908,1.44064964636055E10,-1.69793550237911,27.314008752457,..,3.23758810440975,27,40.6,2209197,..,..,28.8798269935477,581730,24.7116701898132,105.794545059157,..,..
Brazil,2015,99.710902,96.85231,-4.32964512842507,-5.14205213152059,5.68859537743985,14.74741982,43.8242632414608,14.405,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.092,25.61507,41.3708,36.1580527182412,0.73362756,1.80221437374132E12,-3.54976724660116,16.2583827610954,98.96375,-8.48427123497169,9.4,15.7,205962108,16.45139,20.58529,43.7903891971588,8515770,12.8248632636748,26.9536259376792,..,136.123065720007
British Virgin Islands,2015,..,..,..,..,..,..,..,..,..,..,..,..,..,16.56414,19.03976,..,..,..,..,..,..,..,..,..,30113,8.07569999999999,11.74126,1.22913566907501,150,..,..,..,..
Brunei Darussalam,2015,100,96.2615299999999,-6.26880006982663,-7.57933348967985,3.66678721221083,54.01765972,38.4308329879818,16.138,..,..,..,..,3.512,..,..,..,..,1.29303949378137E10,-0.566814608844453,55.1524355945551,..,2.43445692883893,4.7,10.5,417542,8.83653999999999,10.01661,0.0149350358914578,5770,..,84.8970637867027,..,..
Bulgaria,2015,100,94.79227,3.72301722089001,4.38695807457012,3.85014439616643,23.39089711,51.7058584581101,9.2,..,..,..,..,15.3,..,..,34.7890312412504,..,5.02013148945817E10,3.47118604090714,21.3365592174785,..,4.83269191221834,4.1,8.3,7177991,..,..,17.6500779274042,111000,20.2013712641913,128.061014821304,9.14330005645752,..
Burkina Faso,2015,18.4700813293457,69.96008,-0.556924599723303,-3.43769288134237,4.31,14.89010081,92.2404614970802,39.436,..,..,..,..,8.818,57.86803,22.0908,14.9810451754907,29.56322962,1.04193037613524E10,3.89454805671508,14.0878397894878,..,-2.40793310620556,26.6,88.4,18110624,25.19571,42.17715,74.1671878585048,274220,15.0749297615291,47.9479044078272,..,..
Burundi,2015,7.25208950042725,..,-6.47903839402248,-9.29843873096877,5.17552163934371,2.083308248,89.592063479966,42.662,..,..,..,..,11.032,..,..,..,40.51923619,3.10439485811518E9,-3.90000308649554,2.16441558074287,..,..,23.4,67.1,10199270,35.79281,43.22109,95.6789242535879,27830,..,22.8507110854907,..,..
Cabo Verde,2015,90.2439041137695,87.03651,1.61062223340657,0.375842091838365,5.01,..,55.3709394333429,21.144,..,..,..,..,5.606,39.44762,39.59043,..,6.48427769,1.59680028716405E9,1.00686370684559,15.9353898801185,98.11131,2.73257690303899,11.8,19.7,532913,16.40755,21.94779,26.5797158996811,4030,..,104.066088981317,31.3127002716064,..
Cambodia,2015,47.5657386779785,95.28891,6.6920556926917,4.99486404670553,2.00537701824782,17.68192462,55.572952126857,23.682,..,..,..,..,6.109,..,..,11.5969699894276,19.15212272,1.80499542894229E10,7.03608717929632,17.7968726347933,92.21236,9.22442341883539,16.3,32,15517635,..,45.52116,64.9237759106607,181040,14.168238028712,127.86406699658,..,..
Cameroon,2015,58.8651008605957,..,5.6134341836844,2.86322776344781,2.68,16.89675308,85.8683837080978,36.837,..,..,..,..,10.348,..,..,..,7.89886741,3.09162185444404E10,5.6514637436283,17.0461738234399,..,3.0767372582888,26.5,90.1,22834522,19.86712,41.46571,76.5384004118885,475440,..,49.8692069982459,..,..
Canada,2015,100,99.5981,-1.5779244274114,-2.3941550972371,4.93,20.35824587,47.3310123302842,10.8,..,..,..,..,7.5,..,..,17.0391561327799,..,1.55962339303866E12,1.00088249407992,21.6388099519227,..,0.259308217969647,3.6,5.3,35832513,..,..,22.0253592107108,9984670,12.3159880315463,65.5277353225282,6.9064998626709,..
Cayman Islands,2015,100,..,..,..,..,..,..,10.7,..,..,..,..,2.8,..,..,..,..,..,2.83312242670064,..,..,2.12363866267677,..,..,59963,..,..,0,263.999996185303,..,..,4.23999977111816,..
Central African Republic,2015,13.3844232559204,..,5.53136057040642,4.81851724967082,1.15,..,90.03543961763,36.113,..,..,..,..,14.008,..,..,..,43.50640842,1.58377680596568E9,4.79988608115663,-8.04407918447696,..,2.12125267128789,43.1,130.2,4546100,..,..,76.5670200103872,622980,..,47.1906221896738,..,..
Chad,2015,7.7,..,-6.90797719892869,-9.83159453620766,1.76679083894578,..,100.169501091262,43.864,..,..,..,..,13.217,..,..,..,14.89037545,1.09459894716286E10,2.7676756848447,21.5347632823602,38.77242,-2.49999992488014,35.9,130.8,14009413,27.45229,55.54179,89.357395570733,1284000,..,66.5641643497065,..,..
Channel Islands,2015,100,..,..,..,..,..,47.0501607370557,9.388,..,..,..,..,8.966,..,..,..,..,..,..,..,..,..,..,..,163758,..,..,..,197.999992370605,..,..,..,..
Chile,2015,99.714844,91.63367,3.13534190909775,2.2708834915057,4.57,21.95881464,45.4704862739092,13.437,..,..,..,..,6.066,25.61475,29.36544,21.6438045222586,0.00146849,2.4399947773794E11,2.30525713839252,23.560851970379,99.3539399999999,0.334289776609921,5.3,7.9,17762681,19.44185,18.3778,24.8825542739544,756096.015625,17.4380140795419,58.9528438182819,..,..
China,2015,100,..,6.89918282016373,6.35736653933343,1.79,48.57642187,37.6684921504844,12.07,..,..,..,..,7.11,..,..,16.4252218844375,0.00793736,1.10646662826255E13,6.90020481672437,47.4253807496709,..,..,5.5,10.8,1371220000,13.81544,16.29441,12.4133525698911,9562911.25,9.37428211590801,39.45306552453,..,..
Colombia,2015,98.186898,93.16819,4.37007532698514,3.424841668241,3.42476124014368,18.88678957,45.61503923047,15.479,..,..,..,..,5.942,36.72368,35.40608,27.5261000208776,4.00888828,2.93481748240779E11,2.95594590662741,16.7133511952399,98.53473,2.01168765954986,8.6,15.7,48228697,26.47999,24.23937,23.5647575160943,1141748.984375,14.994244133159,38.3607641184453,8.29899978637695,..
Comoros,2015,75.3807144165039,..,9.20397177239391,6.67005148333388,4.31387796015044,..,75.5470150702934,33.334,..,..,..,..,7.49,54.61209,27.69313,..,10.07298782,9.88150249533688E8,1.09996463224388,-3.09309631306024,..,..,33.1,73.2,777424,..,..,45.3330523920407,1861.00006103516,..,36.9437708033427,..,..
"Congo, Dem. Rep.",2015,16.4191646575928,..,9.93389036820021,6.3648350180757,2.06,14.40807745,97.4793135127873,42.809,..,..,..,..,10.187,..,..,..,39.27082859,3.79177049000794E10,6.91618781026789,15.6843342613764,..,13.7323248338106,30,97.6,76196619,14.24161,33.19793,95.8176997146271,2344860,..,59.3324309643087,..,..
"Congo, Rep.",2015,60.4,..,42.4467682590799,38.8954136307387,2.52,11.26892645,84.4804658866192,35.234,..,..,..,..,7.556,..,..,..,11.12141493,8.55315458039951E9,2.64648587686472,13.7781815658742,..,10.3055849473248,20.3,51.3,4995648,..,..,62.4021190190415,342000,..,165.64586294781,..,..
Costa Rica,2015,99.409804,96.51653,5.81400347826752,4.70747801681888,7.07150884407115,15.49926507,45.3693244351345,14.525,..,..,..,..,4.882,36.83827,33.68089,29.4233449364172,0.01413609,5.47759944784981E10,3.63173144148803,17.564404639205,..,-5.09096637406434,6.1,9.4,4807852,13.9521,12.6763,38.7334138821774,51100,13.6570929886332,62.518296399044,..,..
Cote d'Ivoire,2015,64.0861968994141,77.70366,-8.49261249731018,-10.7779616320486,4.88615246641483,28.79103508,83.7815973545789,37.099,5.42580962788545,12.0492274963166,32.8626697977589,27.2292632853045,12.539,41.4065,34.19866,18.5980561185669,26.34279941,3.9633467835725E10,8.84286544168236,23.5749026773197,..,9.62597631218816,34.6,94.9,23108472,..,42.0505,64.5280256540323,322460,15.4480282917722,71.9648778454473,..,..
Croatia,2015,100,98.34581,3.5465127411731,4.40336449164764,4.5253855271505,24.57565539,50.8549190908664,8.9,..,..,..,..,12.9,..,..,..,0.01213789,4.94901424331046E10,2.4005918833643,22.3730417690784,..,4.60479788435325,3.1,4.8,4203604,7.03333,13.702,33.1274666358571,56590,..,93.904974524731,16.175199508667,..
Cuba,2015,100,95.46157,..,..,13.01,..,43.2530733069127,10.966,..,..,..,..,7.898,..,..,..,..,87133000000,4.43814195922121,12.0700538257606,..,6.28411270098835,2.4,5.6,11461432,9.03783999999999,8.89917,19.2813206353885,109880,..,31.6137399148428,2.40000009536743,..
Curacao,2015,100,..,..,..,..,..,52.3555564128034,11.9,..,..,..,..,8.8,..,..,..,..,..,..,..,..,..,..,..,157980,..,..,0.347766267819474,444,..,..,11.710000038147,..
Cyprus,2015,100,97.82834,7.4435642886382,7.44339567002848,6.19592786644448,12.70479294,42.3046044285373,10.984,..,..,..,..,6.842,32.20746,41.3118,38.7517877247969,1.34005482,1.96806254851946E10,1.9623040096572,14.3995667760997,..,5.73302993587281,1.7,2.9,1160985,10.35338,11.91513,9.9420660163921,9250,24.0904721171282,128.823251636142,14.9083995819092,..
Czech Republic,2015,100,..,..,..,3.92681744045241,29.17360895,49.5333030184828,10.5,..,..,..,..,10.5,13.28089,29.80452,33.4067121968117,..,1.86829940545759E11,5.30923851909814,33.9545187403322,..,5.20455786837992,1.6,3.1,10546059,..,..,14.8285619496241,78870,14.5558221526125,156.099863722896,5.04640007019043,..
Denmark,2015,100,98.69377,1.82202391313257,1.10526351590492,7.8318956765332,27.91040882,55.9833595296141,10.2,..,..,..,..,9.2,..,..,40.6432711034637,..,3.01298464861385E11,1.60660899433877,27.2612016725305,..,0.904029111315708,3.1,4.2,5683483,..,..,33.1702771730605,42920,33.9459466392516,104.058935192402,6.16830015182495,..
Djibouti,2015,52.0257759094238,55.59274,..,..,7.43194220799754,..,56.5136825051262,23.35,..,..,..,..,8.365,..,..,..,23.01421265,1.63374192268737E9,9.68379811648174,14.4981102363759,..,-7.32046132596686,33.9,65.7,927414,22.77297,33.02204,15.3805952215024,23200,..,107.516747251432,..,..
Dominica,2015,99.9029693603516,..,..,..,5,..,..,..,..,..,..,..,..,45.82869,43.3707,..,2.83788909,5.40830666666667E8,-2.55050000138968,..,..,-9.50733266461296,25.1,31.2,73162,10.69423,14.00558,7.82979664019173,750,..,107.713771983673,..,..
Dominican Republic,2015,98.560364,88.74777,10.5282575602072,9.24171395593069,2.51925224689344,22.46326501,57.7573699138525,20.513,..,..,..,..,6.081,..,..,15.7255052364991,7.30715349,6.88020920209448E10,7.03337106918114,17.6722337562312,97.61406,4.1162776356294,21.2,31.6,10528394,22.09344,18.29098,16.480109206897,48670,13.2499960312919,53.9379181016125,..,..
Ecuador,2015,98.825883,97.96475,0.404303792556689,-1.09610431978174,3.93,24.92642325,55.5778055356451,20.477,..,..,..,..,5.127,23.25516,12.11141,..,0.39630956,99290381000,0.0988726083462836,24.1426639303559,99.1262,-0.807951651039019,7.9,15.1,16144368,23.02677,24.70055,13.8166859421647,256370,..,45.243877148583,3.61570000648499,..
"Egypt, Arab Rep.",2015,100,..,8.70232066502525,6.42390203992026,4.4111256,9.734530738,61.8125191323567,27.202,..,..,..,..,5.963,..,..,30.2303694913867,0.25403176,3.32698041030807E11,4.37201907790143,5.81038504030443,..,3.05670879460503,12.5,23.7,93778172,..,..,5.70937726460422,1001450,12.5192110970171,34.8459429600229,13.0522003173828,..
El Salvador,2015,95.4,87.0022,3.17020172613636,2.65881896301082,3.46968374814644,10.78788789,56.8354922254046,18.69,..,..,..,..,6.691,40.6445,31.77691,23.0307713873765,2.10135279,23166030400,2.37762910510367,-2.49131849537761,97.94933,3.31118222985187,7.6,15.5,6312478,30.84663,29.69441,24.400769994085,21040,16.9495352795099,76.1186085640292,3.99990010261536,111.345097028019
Equatorial Guinea,2015,67.473747253418,44.20394,-6.67035922406663,-10.3201270356301,1,..,67.5498491837677,34.635,..,..,..,..,10.344,..,..,8.78124280553193,1.45389143,1.31801954351132E10,-9.11004114883767,39.1403413799385,..,-10.185044744577,32,96,1175389,..,23.22706,7.82279977697172,28050,11.4640369489731,98.8780591680756,..,..
Eritrea,2015,45.5133209228516,42.63529,..,..,1.72,..,..,32.826,..,..,..,..,7.071,..,..,..,24.65272752,..,..,..,..,..,18.6,46.1,..,38.88105,43.33621,79.767472303226,117600,..,..,..,..
Estonia,2015,100,93.56631,1.82043998454229,1.75371598256673,5.10963307305955,27.46132529,53.7333370732152,10.6,..,..,..,..,11.6,23.86188,25.89992,36.5938182985703,0.20767306,2.2566956982229E10,1.67428662282916,27.8171861103312,..,1.98227581311427,1.4,3.1,1315407,..,..,27.4768334658828,45340,21.9701991856671,153.210232763911,6.18660020828247,..
Eswatini,2015,62.9945449829102,76.2814999999999,3.62067900370344,1.74201012399391,6.7167432227178,27.30715853,68.7934377139493,29.27,..,..,..,..,9.861,..,..,..,15.74564662,4.02027529802726E9,0.391128860553607,6.68689549375871,..,1.50041717855839,18.2,57.8,1319011,15.79598,27.58272,66.1046592063012,17360,..,99.7387937357278,..,..
Ethiopia,2015,33.4185905456543,86.01903,9.27996012218179,6.5376394441279,2.88,29.66242992,82.1200039373342,32.299,..,..,..,..,6.997,27.45268,18.13888,..,15.30130949,6.44645479152698E10,10.3924630202334,19.7417760345793,..,18.2226440640244,30.8,64.2,99873033,..,..,92.163461141348,1104300,..,39.6561241449515,..,..
Faroe Islands,2015,100,..,..,..,..,..,..,12.4,..,..,..,..,7.7,..,..,..,..,2.47674608718917E9,..,..,..,..,..,..,48965,..,..,7.51358049162428,1396.00006103516,..,..,..,..
Fiji,2015,97.1194915771484,98.02939,..,..,3.95508178751917,14.05801151,52.8482069890677,19.744,..,..,..,..,6.992,..,..,28.1864345302732,2.79194795,4.36212814645309E9,3.84440702339393,17.8426229508197,..,2.64055253167884,10.1,24.6,892149,..,..,31.2639470878642,18270,25.4824732676503,105.511475409836,..,..
Finland,2015,100,99.19243,1.94971902113841,1.61446551366818,6.65547681525914,20.03323117,57.8657266131337,10.1,..,..,..,..,9.6,20.24408,37.46822,40.5803324364039,0.00106115,2.32464833065554E11,0.135082255444829,20.2987538405756,..,-1.3137858989341,1.7,2.4,5479531,..,..,43.2352625898503,338446.015625,20.6789946756741,73.459953054331,9.37590026855469,..
France,2015,100,98.98406,2.36131204060629,1.93511147229823,4.94569177179241,20.46027532,59.2447436227006,12,..,..,..,..,8.9,20.71524,43.40305,48.4046356676031,0,2.43820789625184E12,1.06746164702885,22.1458748780949,..,1.10648129656848,2.4,4.2,66593366,..,..,13.4992623166677,549086.9921875,23.1817040508872,61.7516939345861,10.3593997955322,..
French Polynesia,2015,100,..,..,..,0.499851816078,..,45.2627063673077,15.58,..,..,..,..,5.365,..,..,..,..,..,..,..,..,..,..,..,277690,..,..,9.82915476747146,4000,..,..,..,..
Gabon,2015,90.3074722290039,..,8.14551699098807,5.09407287511092,3.06,..,67.4371256861697,30.089,..,..,..,..,7.818,..,..,..,0.82101428,1.4377324797637E10,3.8788993950789,47.3451918435789,..,-1.60468696499787,22.5,52.5,1930175,..,..,82.0078436860573,267670,..,73.9497814588281,..,..
"Gambia, The",2015,46.4866638183594,74.02627,..,..,2.66,4.609062225,92.3033538512403,39.987,..,..,..,..,8.202,..,..,..,27.82363016,1.39414961502468E9,5.86824765221019,..,..,0.878307602937099,28.9,67.9,1977590,..,37.14288,51.5088624939659,11300,..,48.0799563060148,..,..
Georgia,2015,99.9934997558594,99.61905,3.388265878344,3.66362673282615,1.76,19.77261155,49.9908401924286,13.795,..,..,..,..,13.252,..,..,25.6899929380987,2.54069075,1.39935467477492E10,2.88031881486216,13.9719102407417,..,-1.15910301718696,7.9,12.1,3717100,7.24706,9.01662,28.662538805976,69700,23.774107708442,107.008183481109,14.0799999237061,..
Germany,2015,100,99.81046,2.85777857154585,1.97117925690678,4.51119928971347,27.16876491,52.0596259289746,9,..,..,..,..,11.3,12.93305,41.85471,27.9091551262465,..,3.37561110074222E12,1.74320539365993,27.1423455390732,..,1.92393338321575,2.3,3.9,81686611,12.13371,12.22305,14.2062526977772,357408.984375,11.3681599395463,85.755786637754,4.62419986724854,..
Ghana,2015,75.7152786254883,90.11357,6.50605656838341,4.1110428881296,5.91160948250899,17.51294308,72.9583347232962,31.557,..,..,..,..,8.314,..,..,..,25.57237459,4.91818547982552E10,2.1782067443939,20.5181578251157,..,3.65958165560349,26,54.7,27582821,16.61254,31.25587,41.4127943140724,238540,..,75.5863939908231,6.80620002746582,..
Gibraltar,2015,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34228,..,..,0,10,..,..,..,..
Greece,2015,100,93.57662,0.456845637156491,1.12090218119508,3.1,9.982244504,52.6573038859537,8.5,..,..,..,..,11.2,..,..,52.0202877148314,1.58600261,1.95541761243144E11,-0.290902296942548,9.87053435723002,..,2.97639524528779,2.7,4.8,10820883,8.66634,9.64364999999999,17.170047546133,131960,24.9381804066096,63.3936164816987,24.8971004486084,..
Greenland,2015,100,..,..,..,..,..,..,15.2,..,..,..,..,8.5,..,..,..,..,2.52020689962693E9,0.310109150260132,16.3909481767193,..,-1.579605880513,..,..,56114,..,..,15.5338165059432,410450,..,83.0652818816091,9.10000038146973,..
Grenada,2015,91.8716888427734,97.77185,..,..,3.75,..,50.6947677289207,18.951,..,..,..,..,7.129,..,..,..,4.21074978,9.97007925925926E8,6.44314373327768,..,..,3.65134473758198,10.5,16.3,106823,11.87372,16.99747,10.9195721498431,340,..,114.721399369239,22.8999996185303,..
Guam,2015,100,..,..,..,8.3161306,..,52.3239721707039,16.897,..,..,..,..,5.002,..,..,..,..,5710000000,0.561471442400773,..,..,..,..,..,161797,..,..,0,540,..,71.6287215411559,6.90000009536743,..
